NDO;Fecha de Venta;Fecha de Vuelo;Region POC;Clase;Neto;NS
0;03/08/2023;03/08/2023;ESPANA;T;-2;4
-14;17/08/2023;03/08/2023;ESPANA;R;0;4
-21;24/08/2023;03/08/2023;ESPANA;P;0;4
-25;28/08/2023;03/08/2023;ESPANA;Q;0;4
-32;04/09/2023;03/08/2023;ESPANA;P;0;4
347;25/08/2022;07/08/2023;AMERICA;G;50;12
333;08/09/2022;07/08/2023;AMERICA;G;100;12
331;10/09/2022;07/08/2023;ESPANA;H;0;12
313;28/09/2022;07/08/2023;AMERICA;S;0;12
307;04/10/2022;07/08/2023;AMERICA;S;0;12
304;07/10/2022;07/08/2023;ESPANA;V;1;12
291;20/10/2022;07/08/2023;ESPANA;F;1;12
291;20/10/2022;07/08/2023;ESPANA;V;-1;12
286;25/10/2022;07/08/2023;ESPANA;F;0;12
286;25/10/2022;07/08/2023;ESPANA;Y;0;12
278;02/11/2022;07/08/2023;ESPANA;S;0;12
273;07/11/2022;07/08/2023;AMERICA;S;1;12
269;11/11/2022;07/08/2023;AMERICA;S;-1;12
260;20/11/2022;07/08/2023;ESPANA;F;1;12
259;21/11/2022;07/08/2023;ESPANA;F;-1;12
249;01/12/2022;07/08/2023;AMERICA;G;-25;12
238;12/12/2022;07/08/2023;AMERICA;G;-100;12
236;14/12/2022;07/08/2023;AMERICA;Q;1;12
233;17/12/2022;07/08/2023;AMERICA;Q;-1;12
230;20/12/2022;07/08/2023;ESPANA;Q;1;12
221;29/12/2022;07/08/2023;AMERICA;Q;1;12
220;30/12/2022;07/08/2023;AMERICA;Q;0;12
218;01/01/2023;07/08/2023;AMERICA;Q;-1;12
217;02/01/2023;07/08/2023;ESPANA;Q;0;12
214;05/01/2023;07/08/2023;AMERICA;P;1;12
214;05/01/2023;07/08/2023;ESPANA;S;0;12
214;05/01/2023;07/08/2023;EUROPA;T;5;12
213;06/01/2023;07/08/2023;AMERICA;P;0;12
212;07/01/2023;07/08/2023;ESPANA;P;0;12
211;08/01/2023;07/08/2023;ESPANA;P;1;12
211;08/01/2023;07/08/2023;EUROPA;T;-5;12
210;09/01/2023;07/08/2023;AMERICA;P;-1;12
210;09/01/2023;07/08/2023;ESPANA;S;0;12
207;12/01/2023;07/08/2023;AMERICA;P;1;12
206;13/01/2023;07/08/2023;ESPANA;P;1;12
204;15/01/2023;07/08/2023;AMERICA;P;1;12
203;16/01/2023;07/08/2023;ESPANA;R;1;12
201;18/01/2023;07/08/2023;ESPANA;P;4;12
201;18/01/2023;07/08/2023;ESPANA;R;0;12
200;19/01/2023;07/08/2023;AMERICA;P;4;12
200;19/01/2023;07/08/2023;ESPANA;P;0;12
199;20/01/2023;07/08/2023;ESPANA;P;-1;12
198;21/01/2023;07/08/2023;AMERICA;P;-2;12
198;21/01/2023;07/08/2023;ESPANA;P;2;12
197;22/01/2023;07/08/2023;ESPANA;P;2;12
196;23/01/2023;07/08/2023;AMERICA;P;0;12
196;23/01/2023;07/08/2023;AMERICA;Z;0;12
195;24/01/2023;07/08/2023;ESPANA;R;3;12
195;24/01/2023;07/08/2023;ESPANA;P;-1;12
194;25/01/2023;07/08/2023;AMERICA;P;1;12
193;26/01/2023;07/08/2023;AMERICA;P;2;12
193;26/01/2023;07/08/2023;AMERICA;Q;1;12
192;27/01/2023;07/08/2023;AMERICA;P;1;12
192;27/01/2023;07/08/2023;ESPANA;P;2;12
191;28/01/2023;07/08/2023;ESPANA;R;1;12
191;28/01/2023;07/08/2023;ESPANA;Q;0;12
190;29/01/2023;07/08/2023;ESPANA;Q;3;12
189;30/01/2023;07/08/2023;ESPANA;P;1;12
188;31/01/2023;07/08/2023;AMERICA;Q;4;12
188;31/01/2023;07/08/2023;AMERICA;P;-1;12
188;31/01/2023;07/08/2023;ESPANA;Q;4;12
187;01/02/2023;07/08/2023;ESPANA;R;2;12
187;01/02/2023;07/08/2023;ESPANA;Q;2;12
186;02/02/2023;07/08/2023;ESPANA;R;-2;12
185;03/02/2023;07/08/2023;AMERICA;Q;0;12
185;03/02/2023;07/08/2023;ESPANA;Q;2;12
184;04/02/2023;07/08/2023;AMERICA;Q;-4;12
184;04/02/2023;07/08/2023;ESPANA;Q;0;12
183;05/02/2023;07/08/2023;AMERICA;Q;4;12
182;06/02/2023;07/08/2023;AMERICA;Q;2;12
181;07/02/2023;07/08/2023;ESPANA;Q;4;12
180;08/02/2023;07/08/2023;AMERICA;Q;4;12
180;08/02/2023;07/08/2023;ESPANA;R;0;12
179;09/02/2023;07/08/2023;AMERICA;P;3;12
179;09/02/2023;07/08/2023;AMERICA;Q;-4;12
179;09/02/2023;07/08/2023;ESPANA;Q;0;12
178;10/02/2023;07/08/2023;AMERICA;Q;0;12
178;10/02/2023;07/08/2023;ESPANA;P;2;12
178;10/02/2023;07/08/2023;ESPANA;Q;-1;12
177;11/02/2023;07/08/2023;ESPANA;Q;2;12
176;12/02/2023;07/08/2023;AMERICA;Q;0;12
175;13/02/2023;07/08/2023;ESPANA;Q;3;12
175;13/02/2023;07/08/2023;ESPANA;P;1;12
174;14/02/2023;07/08/2023;ESPANA;P;1;12
174;14/02/2023;07/08/2023;ESPANA;Q;-2;12
173;15/02/2023;07/08/2023;ESPANA;R;3;12
173;15/02/2023;07/08/2023;ESPANA;Q;2;12
173;15/02/2023;07/08/2023;ESPANA;P;0;12
172;16/02/2023;07/08/2023;ESPANA;Q;4;12
172;16/02/2023;07/08/2023;ESPANA;R;1;12
172;16/02/2023;07/08/2023;ESPANA;P;0;12
171;17/02/2023;07/08/2023;AMERICA;Q;1;12
171;17/02/2023;07/08/2023;ESPANA;Q;4;12
170;18/02/2023;07/08/2023;ESPANA;P;-1;12
170;18/02/2023;07/08/2023;ESPANA;Q;-3;12
168;20/02/2023;07/08/2023;ESPANA;T;1;12
168;20/02/2023;07/08/2023;ESPANA;Q;1;12
167;21/02/2023;07/08/2023;ESPANA;Q;3;12
166;22/02/2023;07/08/2023;ESPANA;P;1;12
166;22/02/2023;07/08/2023;ESPANA;Q;-3;12
165;23/02/2023;07/08/2023;AMERICA;Q;0;12
165;23/02/2023;07/08/2023;ESPANA;R;1;12
164;24/02/2023;07/08/2023;ESPANA;R;3;12
164;24/02/2023;07/08/2023;ESPANA;P;2;12
164;24/02/2023;07/08/2023;ESPANA;F;-1;12
164;24/02/2023;07/08/2023;ESPANA;Q;-1;12
163;25/02/2023;07/08/2023;AMERICA;P;5;12
163;25/02/2023;07/08/2023;ESPANA;P;5;12
163;25/02/2023;07/08/2023;EUROPA;P;2;12
162;26/02/2023;07/08/2023;ESPANA;P;3;12
161;27/02/2023;07/08/2023;AMERICA;Q;2;12
161;27/02/2023;07/08/2023;ESPANA;Q;7;12
161;27/02/2023;07/08/2023;ESPANA;U;1;12
161;27/02/2023;07/08/2023;ESPANA;R;-2;12
160;28/02/2023;07/08/2023;ESPANA;U;0;12
160;28/02/2023;07/08/2023;ESPANA;P;0;12
160;28/02/2023;07/08/2023;ESPANA;R;-1;12
159;01/03/2023;07/08/2023;AMERICA;Q;0;12
159;01/03/2023;07/08/2023;ESPANA;Q;6;12
159;01/03/2023;07/08/2023;ESPANA;R;1;12
159;01/03/2023;07/08/2023;ESPANA;U;1;12
159;01/03/2023;07/08/2023;ESPANA;P;1;12
158;02/03/2023;07/08/2023;AMERICA;Q;1;12
158;02/03/2023;07/08/2023;ESPANA;Q;1;12
158;02/03/2023;07/08/2023;ESPANA;R;0;12
157;03/03/2023;07/08/2023;AMERICA;Q;2;12
157;03/03/2023;07/08/2023;ESPANA;Q;6;12
157;03/03/2023;07/08/2023;ESPANA;R;1;12
156;04/03/2023;07/08/2023;ESPANA;P;2;12
156;04/03/2023;07/08/2023;ESPANA;Q;-2;12
154;06/03/2023;07/08/2023;AMERICA;Q;3;12
154;06/03/2023;07/08/2023;ESPANA;R;1;12
154;06/03/2023;07/08/2023;ESPANA;Q;1;12
153;07/03/2023;07/08/2023;AMERICA;Q;4;12
153;07/03/2023;07/08/2023;ESPANA;R;2;12
153;07/03/2023;07/08/2023;ESPANA;Q;1;12
153;07/03/2023;07/08/2023;ESPANA;P;0;12
152;08/03/2023;07/08/2023;AMERICA;Q;-2;12
152;08/03/2023;07/08/2023;ESPANA;P;3;12
152;08/03/2023;07/08/2023;ESPANA;K;0;12
152;08/03/2023;07/08/2023;ESPANA;Q;-1;12
152;08/03/2023;07/08/2023;EUROPA;P;0;12
151;09/03/2023;07/08/2023;AMERICA;T;0;12
151;09/03/2023;07/08/2023;AMERICA;Q;-1;12
151;09/03/2023;07/08/2023;ESPANA;R;1;12
151;09/03/2023;07/08/2023;ESPANA;T;0;12
150;10/03/2023;07/08/2023;AMERICA;Q;-1;12
150;10/03/2023;07/08/2023;ESPANA;Q;1;12
149;11/03/2023;07/08/2023;ESPANA;Q;-1;12
149;11/03/2023;07/08/2023;ESPANA;P;-1;12
147;13/03/2023;07/08/2023;ESPANA;R;2;12
147;13/03/2023;07/08/2023;ESPANA;Q;1;12
147;13/03/2023;07/08/2023;ESPANA;P;1;12
146;14/03/2023;07/08/2023;ESPANA;S;3;12
146;14/03/2023;07/08/2023;ESPANA;P;1;12
145;15/03/2023;07/08/2023;ESPANA;P;1;12
145;15/03/2023;07/08/2023;ESPANA;Q;-1;12
145;15/03/2023;07/08/2023;ESPANA;S;-2;12
144;16/03/2023;07/08/2023;AMERICA;P;4;12
144;16/03/2023;07/08/2023;ESPANA;S;-1;12
144;16/03/2023;07/08/2023;ESPANA;P;-1;12
144;16/03/2023;07/08/2023;ESPANA;R;-2;12
143;17/03/2023;07/08/2023;ESPANA;P;5;12
143;17/03/2023;07/08/2023;ESPANA;R;1;12
142;18/03/2023;07/08/2023;AMERICA;P;3;12
142;18/03/2023;07/08/2023;ESPANA;Q;2;12
142;18/03/2023;07/08/2023;ESPANA;P;0;12
141;19/03/2023;07/08/2023;ESPANA;Q;4;12
141;19/03/2023;07/08/2023;ESPANA;P;0;12
141;19/03/2023;07/08/2023;ESPANA;R;-1;12
140;20/03/2023;07/08/2023;AMERICA;Q;0;12
140;20/03/2023;07/08/2023;AMERICA;P;-2;12
140;20/03/2023;07/08/2023;ESPANA;R;2;12
140;20/03/2023;07/08/2023;ESPANA;Q;0;12
140;20/03/2023;07/08/2023;ESPANA;P;0;12
139;21/03/2023;07/08/2023;AMERICA;P;-3;12
139;21/03/2023;07/08/2023;ESPANA;F;1;12
139;21/03/2023;07/08/2023;ESPANA;P;1;12
139;21/03/2023;07/08/2023;EUROPA;Y;1;12
138;22/03/2023;07/08/2023;AMERICA;Q;1;12
138;22/03/2023;07/08/2023;ESPANA;P;2;12
138;22/03/2023;07/08/2023;ESPANA;Q;1;12
137;23/03/2023;07/08/2023;ESPANA;R;2;12
137;23/03/2023;07/08/2023;ESPANA;Q;0;12
137;23/03/2023;07/08/2023;EUROPA;Y;-1;12
136;24/03/2023;07/08/2023;AMERICA;Q;3;12
136;24/03/2023;07/08/2023;ESPANA;P;4;12
136;24/03/2023;07/08/2023;ESPANA;Q;2;12
136;24/03/2023;07/08/2023;ESPANA;R;0;12
136;24/03/2023;07/08/2023;EUROPA;P;0;12
135;25/03/2023;07/08/2023;AMERICA;Q;1;12
135;25/03/2023;07/08/2023;ESPANA;P;1;12
133;27/03/2023;07/08/2023;AMERICA;Q;5;12
133;27/03/2023;07/08/2023;ESPANA;Q;1;12
133;27/03/2023;07/08/2023;ESPANA;P;0;12
133;27/03/2023;07/08/2023;ESPANA;R;-2;12
132;28/03/2023;07/08/2023;AMERICA;Q;-2;12
132;28/03/2023;07/08/2023;ESPANA;Q;1;12
132;28/03/2023;07/08/2023;ESPANA;P;-2;12
131;29/03/2023;07/08/2023;ESPANA;P;2;12
131;29/03/2023;07/08/2023;ESPANA;H;1;12
131;29/03/2023;07/08/2023;ESPANA;Q;0;12
130;30/03/2023;07/08/2023;AMERICA;Q;0;12
130;30/03/2023;07/08/2023;ESPANA;Q;2;12
130;30/03/2023;07/08/2023;ESPANA;P;-1;12
129;31/03/2023;07/08/2023;AMERICA;T;21;12
129;31/03/2023;07/08/2023;AMERICA;Q;18;12
129;31/03/2023;07/08/2023;ESPANA;T;2;12
128;01/04/2023;07/08/2023;AMERICA;T;3;12
128;01/04/2023;07/08/2023;AMERICA;Q;-1;12
128;01/04/2023;07/08/2023;ESPANA;T;1;12
127;02/04/2023;07/08/2023;AMERICA;T;2;12
126;03/04/2023;07/08/2023;AMERICA;T;2;12
126;03/04/2023;07/08/2023;ESPANA;S;1;12
126;03/04/2023;07/08/2023;ESPANA;T;1;12
125;04/04/2023;07/08/2023;AMERICA;T;-1;12
125;04/04/2023;07/08/2023;ESPANA;T;3;12
124;05/04/2023;07/08/2023;ESPANA;S;2;12
124;05/04/2023;07/08/2023;ESPANA;Q;-2;12
123;06/04/2023;07/08/2023;ESPANA;T;1;12
123;06/04/2023;07/08/2023;EUROPA;T;1;12
119;10/04/2023;07/08/2023;ESPANA;U;4;12
118;11/04/2023;07/08/2023;AMERICA;U;1;12
118;11/04/2023;07/08/2023;ESPANA;S;0;12
117;12/04/2023;07/08/2023;ESPANA;U;1;12
116;13/04/2023;07/08/2023;AMERICA;U;8;12
116;13/04/2023;07/08/2023;ESPANA;U;5;12
116;13/04/2023;07/08/2023;ESPANA;H;1;12
116;13/04/2023;07/08/2023;ESPANA;S;1;12
115;14/04/2023;07/08/2023;AMERICA;U;0;12
115;14/04/2023;07/08/2023;ESPANA;S;3;12
115;14/04/2023;07/08/2023;ESPANA;U;2;12
114;15/04/2023;07/08/2023;ESPANA;Q;-1;12
113;16/04/2023;07/08/2023;AMERICA;U;2;12
113;16/04/2023;07/08/2023;AMERICA;K;1;12
112;17/04/2023;07/08/2023;AMERICA;U;-1;12
112;17/04/2023;07/08/2023;ESPANA;S;2;12
112;17/04/2023;07/08/2023;ESPANA;U;0;12
111;18/04/2023;07/08/2023;AMERICA;U;0;12
111;18/04/2023;07/08/2023;AMERICA;K;-1;12
111;18/04/2023;07/08/2023;ESPANA;S;-2;12
111;18/04/2023;07/08/2023;EUROPA;K;1;12
110;19/04/2023;07/08/2023;AMERICA;R;1;12
110;19/04/2023;07/08/2023;ESPANA;U;6;12
110;19/04/2023;07/08/2023;ESPANA;S;2;12
110;19/04/2023;07/08/2023;ESPANA;P;1;12
109;20/04/2023;07/08/2023;AMERICA;U;-2;12
109;20/04/2023;07/08/2023;ESPANA;R;1;12
109;20/04/2023;07/08/2023;ESPANA;H;0;12
108;21/04/2023;07/08/2023;AMERICA;S;2;12
108;21/04/2023;07/08/2023;AMERICA;R;-1;12
108;21/04/2023;07/08/2023;EUROPA;K;-1;12
107;22/04/2023;07/08/2023;ESPANA;S;2;12
106;23/04/2023;07/08/2023;AMERICA;S;0;12
106;23/04/2023;07/08/2023;ESPANA;S;1;12
106;23/04/2023;07/08/2023;ESPANA;R;-1;12
105;24/04/2023;07/08/2023;AMERICA;S;-1;12
105;24/04/2023;07/08/2023;ESPANA;S;1;12
105;24/04/2023;07/08/2023;ESPANA;Q;-1;12
104;25/04/2023;07/08/2023;ESPANA;S;0;12
103;26/04/2023;07/08/2023;AMERICA;S;1;12
102;27/04/2023;07/08/2023;ESPANA;R;0;12
102;27/04/2023;07/08/2023;EUROPA;S;1;12
101;28/04/2023;07/08/2023;AMERICA;R;0;12
101;28/04/2023;07/08/2023;ESPANA;R;0;12
100;29/04/2023;07/08/2023;ESPANA;R;1;12
99;30/04/2023;07/08/2023;AMERICA;R;1;12
99;30/04/2023;07/08/2023;ESPANA;R;-1;12
99;30/04/2023;07/08/2023;EUROPA;S;-1;12
98;01/05/2023;07/08/2023;ESPANA;H;-1;12
98;01/05/2023;07/08/2023;EUROPA;L;1;12
97;02/05/2023;07/08/2023;AMERICA;S;1;12
97;02/05/2023;07/08/2023;ESPANA;R;4;12
97;02/05/2023;07/08/2023;ESPANA;S;-1;12
97;02/05/2023;07/08/2023;ESPANA;T;-1;12
97;02/05/2023;07/08/2023;EUROPA;R;3;12
96;03/05/2023;07/08/2023;AMERICA;R;0;12
96;03/05/2023;07/08/2023;ESPANA;H;2;12
96;03/05/2023;07/08/2023;ESPANA;R;1;12
96;03/05/2023;07/08/2023;ESPANA;V;0;12
96;03/05/2023;07/08/2023;ESPANA;U;-1;12
96;03/05/2023;07/08/2023;ESPANA;P;-1;12
95;04/05/2023;07/08/2023;AMERICA;R;1;12
95;04/05/2023;07/08/2023;ESPANA;R;3;12
95;04/05/2023;07/08/2023;ESPANA;V;1;12
95;04/05/2023;07/08/2023;ESPANA;P;1;12
95;04/05/2023;07/08/2023;ESPANA;U;-1;12
94;05/05/2023;07/08/2023;AMERICA;R;2;12
94;05/05/2023;07/08/2023;AMERICA;S;-1;12
94;05/05/2023;07/08/2023;ESPANA;R;1;12
94;05/05/2023;07/08/2023;ESPANA;S;-1;12
93;06/05/2023;07/08/2023;AMERICA;S;1;12
93;06/05/2023;07/08/2023;AMERICA;R;1;12
93;06/05/2023;07/08/2023;ESPANA;S;1;12
93;06/05/2023;07/08/2023;EUROPA;S;2;12
92;07/05/2023;07/08/2023;AMERICA;R;-1;12
91;08/05/2023;07/08/2023;ESPANA;R;-1;12
91;08/05/2023;07/08/2023;EUROPA;L;1;12
90;09/05/2023;07/08/2023;AMERICA;S;1;12
90;09/05/2023;07/08/2023;AMERICA;Q;-1;12
90;09/05/2023;07/08/2023;ESPANA;S;1;12
90;09/05/2023;07/08/2023;ESPANA;H;-1;12
90;09/05/2023;07/08/2023;EUROPA;S;-2;12
89;10/05/2023;07/08/2023;ESPANA;S;2;12
88;11/05/2023;07/08/2023;ESPANA;S;2;12
88;11/05/2023;07/08/2023;EUROPA;S;2;12
87;12/05/2023;07/08/2023;ESPANA;H;2;12
87;12/05/2023;07/08/2023;ESPANA;S;1;12
86;13/05/2023;07/08/2023;AMERICA;S;1;12
86;13/05/2023;07/08/2023;ESPANA;S;3;12
86;13/05/2023;07/08/2023;ESPANA;P;0;12
86;13/05/2023;07/08/2023;EUROPA;V;1;12
84;15/05/2023;07/08/2023;AMERICA;S;1;12
84;15/05/2023;07/08/2023;AMERICA;F;0;12
84;15/05/2023;07/08/2023;ESPANA;S;2;12
84;15/05/2023;07/08/2023;ESPANA;P;-1;12
83;16/05/2023;07/08/2023;ESPANA;H;2;12
82;17/05/2023;07/08/2023;AMERICA;F;1;12
82;17/05/2023;07/08/2023;AMERICA;H;0;12
82;17/05/2023;07/08/2023;ESPANA;V;2;12
81;18/05/2023;07/08/2023;AMERICA;H;4;12
81;18/05/2023;07/08/2023;AMERICA;P;1;12
81;18/05/2023;07/08/2023;AMERICA;S;-1;12
81;18/05/2023;07/08/2023;ESPANA;V;-1;12
81;18/05/2023;07/08/2023;ESPANA;H;-1;12
80;19/05/2023;07/08/2023;AMERICA;H;16;12
80;19/05/2023;07/08/2023;AMERICA;V;9;12
80;19/05/2023;07/08/2023;AMERICA;K;7;12
80;19/05/2023;07/08/2023;ESPANA;P;1;12
80;19/05/2023;07/08/2023;ESPANA;V;0;12
80;19/05/2023;07/08/2023;EUROPA;H;0;12
79;20/05/2023;07/08/2023;AMERICA;P;-1;12
79;20/05/2023;07/08/2023;ESPANA;K;1;12
77;22/05/2023;07/08/2023;AMERICA;K;0;12
77;22/05/2023;07/08/2023;AMERICA;V;0;12
77;22/05/2023;07/08/2023;AMERICA;H;0;12
76;23/05/2023;07/08/2023;AMERICA;S;0;12
76;23/05/2023;07/08/2023;AMERICA;K;-7;12
76;23/05/2023;07/08/2023;AMERICA;V;-9;12
76;23/05/2023;07/08/2023;AMERICA;H;-18;12
76;23/05/2023;07/08/2023;ESPANA;F;2;12
76;23/05/2023;07/08/2023;ESPANA;V;1;12
75;24/05/2023;07/08/2023;AMERICA;S;1;12
75;24/05/2023;07/08/2023;ESPANA;S;0;12
75;24/05/2023;07/08/2023;ESPANA;Q;0;12
75;24/05/2023;07/08/2023;ESPANA;V;-1;12
74;25/05/2023;07/08/2023;AMERICA;H;2;12
74;25/05/2023;07/08/2023;ESPANA;H;3;12
74;25/05/2023;07/08/2023;ESPANA;P;1;12
74;25/05/2023;07/08/2023;ESPANA;S;0;12
74;25/05/2023;07/08/2023;ESPANA;K;-1;12
73;26/05/2023;07/08/2023;AMERICA;H;1;12
73;26/05/2023;07/08/2023;ESPANA;H;1;12
73;26/05/2023;07/08/2023;ESPANA;V;0;12
72;27/05/2023;07/08/2023;AMERICA;U;-1;12
70;29/05/2023;07/08/2023;AMERICA;F;2;12
70;29/05/2023;07/08/2023;AMERICA;V;1;12
70;29/05/2023;07/08/2023;AMERICA;U;-1;12
70;29/05/2023;07/08/2023;EUROPA;L;1;12
69;30/05/2023;07/08/2023;AMERICA;H;0;12
69;30/05/2023;07/08/2023;AMERICA;V;-1;12
68;31/05/2023;07/08/2023;ESPANA;H;0;12
67;01/06/2023;07/08/2023;ESPANA;H;5;12
67;01/06/2023;07/08/2023;ESPANA;V;1;12
66;02/06/2023;07/08/2023;AMERICA;F;0;12
65;03/06/2023;07/08/2023;ESPANA;H;-5;12
62;06/06/2023;07/08/2023;ESPANA;S;2;12
62;06/06/2023;07/08/2023;EUROPA;H;2;12
61;07/06/2023;07/08/2023;AMERICA;S;0;12
61;07/06/2023;07/08/2023;ESPANA;V;0;12
61;07/06/2023;07/08/2023;EUROPA;S;6;12
60;08/06/2023;07/08/2023;AMERICA;F;1;12
60;08/06/2023;07/08/2023;AMERICA;S;1;12
59;09/06/2023;07/08/2023;AMERICA;H;1;12
59;09/06/2023;07/08/2023;ESPANA;S;1;12
59;09/06/2023;07/08/2023;EUROPA;Y;1;12
59;09/06/2023;07/08/2023;EUROPA;L;-2;12
58;10/06/2023;07/08/2023;AMERICA;H;2;12
57;11/06/2023;07/08/2023;EUROPA;S;-6;12
56;12/06/2023;07/08/2023;AMERICA;U;1;12
56;12/06/2023;07/08/2023;ESPANA;V;2;12
56;12/06/2023;07/08/2023;EUROPA;H;-2;12
55;13/06/2023;07/08/2023;AMERICA;S;1;12
55;13/06/2023;07/08/2023;AMERICA;U;0;12
55;13/06/2023;07/08/2023;AMERICA;H;-2;12
55;13/06/2023;07/08/2023;ESPANA;V;1;12
55;13/06/2023;07/08/2023;ESPANA;U;1;12
55;13/06/2023;07/08/2023;EUROPA;H;0;12
54;14/06/2023;07/08/2023;AMERICA;H;1;12
54;14/06/2023;07/08/2023;ESPANA;R;2;12
54;14/06/2023;07/08/2023;ESPANA;L;1;12
53;15/06/2023;07/08/2023;AMERICA;F;1;12
53;15/06/2023;07/08/2023;AMERICA;T;1;12
53;15/06/2023;07/08/2023;AMERICA;U;0;12
53;15/06/2023;07/08/2023;ESPANA;F;1;12
53;15/06/2023;07/08/2023;ESPANA;T;1;12
53;15/06/2023;07/08/2023;ESPANA;L;-1;12
52;16/06/2023;07/08/2023;AMERICA;U;4;12
52;16/06/2023;07/08/2023;ESPANA;T;2;12
52;16/06/2023;07/08/2023;ESPANA;Y;0;12
52;16/06/2023;07/08/2023;ESPANA;L;0;12
52;16/06/2023;07/08/2023;ESPANA;U;0;12
52;16/06/2023;07/08/2023;ESPANA;H;-1;12
51;17/06/2023;07/08/2023;AMERICA;S;-1;12
49;19/06/2023;07/08/2023;AMERICA;R;1;12
49;19/06/2023;07/08/2023;AMERICA;U;-3;12
49;19/06/2023;07/08/2023;ESPANA;L;6;12
49;19/06/2023;07/08/2023;ESPANA;Q;0;12
49;19/06/2023;07/08/2023;ESPANA;U;-1;12
49;19/06/2023;07/08/2023;EUROPA;K;1;12
49;19/06/2023;07/08/2023;EUROPA;H;0;12
48;20/06/2023;07/08/2023;AMERICA;F;4;12
48;20/06/2023;07/08/2023;AMERICA;H;3;12
48;20/06/2023;07/08/2023;AMERICA;E;1;12
48;20/06/2023;07/08/2023;ESPANA;R;2;12
48;20/06/2023;07/08/2023;ESPANA;L;1;12
48;20/06/2023;07/08/2023;ESPANA;M;0;12
48;20/06/2023;07/08/2023;ESPANA;P;0;12
48;20/06/2023;07/08/2023;EUROPA;K;-1;12
46;22/06/2023;07/08/2023;AMERICA;R;-1;12
46;22/06/2023;07/08/2023;ESPANA;E;2;12
46;22/06/2023;07/08/2023;ESPANA;P;0;12
46;22/06/2023;07/08/2023;ESPANA;R;-1;12
46;22/06/2023;07/08/2023;ESPANA;L;-5;12
45;23/06/2023;07/08/2023;ESPANA;E;1;12
45;23/06/2023;07/08/2023;ESPANA;R;1;12
44;24/06/2023;07/08/2023;ESPANA;R;1;12
43;25/06/2023;07/08/2023;ESPANA;R;1;12
42;26/06/2023;07/08/2023;ESPANA;E;1;12
42;26/06/2023;07/08/2023;ESPANA;S;0;12
42;26/06/2023;07/08/2023;ESPANA;R;0;12
42;26/06/2023;07/08/2023;EUROPA;H;1;12
41;27/06/2023;07/08/2023;ESPANA;L;1;12
41;27/06/2023;07/08/2023;ESPANA;H;0;12
40;28/06/2023;07/08/2023;AMERICA;M;1;12
40;28/06/2023;07/08/2023;AMERICA;F;0;12
40;28/06/2023;07/08/2023;ESPANA;F;0;12
40;28/06/2023;07/08/2023;ESPANA;R;-1;12
39;29/06/2023;07/08/2023;AMERICA;P;0;12
39;29/06/2023;07/08/2023;ESPANA;P;0;12
38;30/06/2023;07/08/2023;AMERICA;H;0;12
38;30/06/2023;07/08/2023;AMERICA;P;0;12
38;30/06/2023;07/08/2023;ESPANA;R;2;12
38;30/06/2023;07/08/2023;ESPANA;P;0;12
38;30/06/2023;07/08/2023;ESPANA;E;-2;12
37;01/07/2023;07/08/2023;AMERICA;M;-1;12
37;01/07/2023;07/08/2023;ESPANA;L;1;12
37;01/07/2023;07/08/2023;ESPANA;P;0;12
35;03/07/2023;07/08/2023;ESPANA;H;1;12
34;04/07/2023;07/08/2023;ESPANA;V;2;12
34;04/07/2023;07/08/2023;ESPANA;H;1;12
33;05/07/2023;07/08/2023;AMERICA;B;2;12
33;05/07/2023;07/08/2023;AMERICA;V;1;12
33;05/07/2023;07/08/2023;AMERICA;M;0;12
33;05/07/2023;07/08/2023;AMERICA;T;0;12
33;05/07/2023;07/08/2023;ESPANA;K;0;12
33;05/07/2023;07/08/2023;ESPANA;V;0;12
33;05/07/2023;07/08/2023;ESPANA;H;-1;12
32;06/07/2023;07/08/2023;AMERICA;T;-1;12
32;06/07/2023;07/08/2023;ESPANA;B;0;12
31;07/07/2023;07/08/2023;ESPANA;P;0;12
30;08/07/2023;07/08/2023;ESPANA;V;-1;12
28;10/07/2023;07/08/2023;ESPANA;P;0;12
27;11/07/2023;07/08/2023;AMERICA;B;-2;12
27;11/07/2023;07/08/2023;ESPANA;K;1;12
27;11/07/2023;07/08/2023;ESPANA;P;0;12
27;11/07/2023;07/08/2023;EUROPA;Y;1;12
26;12/07/2023;07/08/2023;ESPANA;K;1;12
26;12/07/2023;07/08/2023;ESPANA;Y;0;12
26;12/07/2023;07/08/2023;ESPANA;V;0;12
22;16/07/2023;07/08/2023;AMERICA;B;0;12
22;16/07/2023;07/08/2023;AMERICA;M;0;12
22;16/07/2023;07/08/2023;ESPANA;K;-1;12
22;16/07/2023;07/08/2023;ESPANA;R;-1;12
22;16/07/2023;07/08/2023;ESPANA;T;-1;12
22;16/07/2023;07/08/2023;ESPANA;S;-3;12
22;16/07/2023;07/08/2023;ESPANA;Q;-4;12
21;17/07/2023;07/08/2023;ESPANA;R;3;12
21;17/07/2023;07/08/2023;ESPANA;L;0;12
21;17/07/2023;07/08/2023;ESPANA;E;0;12
21;17/07/2023;07/08/2023;ESPANA;H;0;12
21;17/07/2023;07/08/2023;ESPANA;S;0;12
21;17/07/2023;07/08/2023;ESPANA;T;-2;12
21;17/07/2023;07/08/2023;ESPANA;Q;-2;12
21;17/07/2023;07/08/2023;ESPANA;U;-3;12
